path	line	attribute	lints	reason	scope
src/config.rs	2939	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn generated_settings_template_round_trips_root_and_tls_values
src/db/admin.rs	503	expect	clippy::too_many_arguments	the audit-log row is intentionally written as one atomic record	fn log_mod_action
src/db/admin.rs	1123	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn ban_appeal_submission_is_deduplicated_within_window
src/db/admin.rs	1149	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn ban_appeal_submission_requires_active_ban
src/db/admin.rs	1167	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn db_health_check_reports_ok_for_clean_test_db
src/db/admin.rs	1202	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn db_health_repair_noops_when_db_is_already_clean
src/db/admin.rs	1250	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn db_health_repair_aborts_when_backup_fails
src/db/admin.rs	1281	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn db_health_check_reports_foreign_key_violations
src/db/admin.rs	1327	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn get_posts_by_ip_hash_maps_posts_with_media_processing_columns
src/db/banners.rs	129	expect	clippy::too_many_arguments	the arguments map directly to one validated banner-asset row	fn insert_banner_asset
src/db/boards.rs	582	expect	clippy::fn_params_excessive_bools	the signature mirrors independent media toggles stored on a board	fn create_board_with_media_flags
src/db/boards.rs	586	expect	clippy::too_many_arguments	the signature mirrors data passed between the existing route and CLI layers	fn create_board_with_media_flags
src/db/boards.rs	700	expect	clippy::fn_params_excessive_bools	the signature mirrors independent boolean fields in the admin edit form	fn update_board_settings
src/db/boards.rs	704	expect	clippy::too_many_arguments	the signature mirrors the existing admin form and persisted board columns	fn update_board_settings
src/db/boards.rs	708	expect	clippy::too_many_lines	keeping the SQL branches together makes the reorder transaction auditable	fn update_board_settings
src/db/boards.rs	1136	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn board_stats_use_live_thread_count_instead_of_board_timestamp
src/db/boards.rs	1171	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn site_stats_count_audio_primary_and_combo_uploads
src/db/boards.rs	1218	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn site_stats_active_bytes_exclude_archived_thread_media
src/db/boards.rs	1255	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn site_stats_fall_back_when_audio_columns_are_missing
src/db/boards.rs	1295	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn create_board_with_media_flags_persists_audio_toggle
src/db/boards.rs	1344	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn create_board_uses_standardized_defaults
src/db/boards.rs	1404	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_board_records_durable_board_directory_cleanup
src/db/chan_net.rs	360	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn gateway_replies_escape_html_and_preserve_null_ip_hash
src/db/chan_net.rs	402	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn replayed_gateway_reply_is_rejected_without_duplicate_insert
src/db/chan_net.rs	440	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn stable_message_ids_distinguish_identical_replies_and_reject_id_reuse
src/db/chan_net.rs	497	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn gateway_reply_rejects_non_exportable_board_before_any_write
src/db/fs_ops.rs	181	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn rebuild_pending_fs_ops_for_restore_discards_restored_rows_and_allows_restore_swap_insert
src/db/fs_ops.rs	251	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn rebuild_pending_fs_ops_for_restore_fails_closed_on_unexpected_schema_object_type
src/db/migrations.rs	76	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn missing_schema_version_reads_as_unversioned
src/db/migrations.rs	92	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn stamp_replaces_existing_version_with_release_baseline
src/db/pool.rs	121	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn sqlite_busy_wait_is_bounded_for_overload_responses
src/db/posts.rs	1985	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn recent_background_jobs_are_bounded_and_terminal_only
src/db/posts.rs	2023	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn failed_background_job_acknowledgement_preserves_history
src/db/posts.rs	2125	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn search_posts_reads_joined_fts_rows_without_ambiguous_columns
src/db/posts.rs	2146	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn search_posts_stays_scoped_to_board
src/db/posts.rs	2174	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn search_posts_matches_case_insensitively
src/db/posts.rs	2201	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn search_posts_ignores_punctuation_only_queries_without_error
src/db/posts.rs	2219	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn post_submission_token_resolves_existing_post
src/db/posts.rs	2248	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn media_processing_state_round_trips_and_counts
src/db/posts.rs	2294	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_resets_running_background_job_to_pending
src/db/posts.rs	2330	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_leaves_non_running_jobs_unchanged
src/db/posts.rs	2371	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_restores_media_post_processing_state_to_pending
src/db/posts.rs	2416	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_resolves_applied_transcode_without_replay
src/db/posts.rs	2477	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_resolves_stale_media_without_clearing_newer_state
src/db/posts.rs	2527	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn startup_recovery_resolves_applied_waveform_without_replay
src/db/posts.rs	2586	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn recovered_background_job_can_be_claimed_by_worker
src/db/posts.rs	2612	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn update_post_thumb_path_requires_matching_post_and_file_path
src/db/posts.rs	2642	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn replace_transcoded_media_requires_matching_post_and_file_path
src/db/posts.rs	2684	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_post_returns_not_found_on_retry
src/db/posts.rs	2755	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_post_decrements_reply_count_for_the_thread
src/db/posts.rs	2836	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn self_delete_post_deletes_reply_with_matching_token_inside_window
src/db/posts.rs	2911	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn self_delete_post_rejects_wrong_token
src/db/posts.rs	2938	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn self_delete_post_refuses_op_when_thread_has_replies
src/db/schema.rs	1445	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn fresh_database_installs_130_baseline_directly
src/db/schema.rs	1500	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn existing_current_schema_is_adopted_as_130_without_data_loss
src/db/schema.rs	1537	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn historical_v41_schema_drift_repairs_to_130_baseline_without_data_loss
src/db/schema.rs	1622	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn partial_schema_fails_closed_without_creating_missing_tables
src/db/schema.rs	1665	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn unknown_schema_object_fails_closed
src/db/schema.rs	1687	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn fresh_schema_uses_new_board_feature_defaults
src/db/schema.rs	1730	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn invalid_structural_change_does_not_stamp_130
src/db/setup.rs	162	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn fresh_database_allows_setup
src/db/setup.rs	189	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn admin_without_marker_blocks_setup_as_initialized
src/db/setup.rs	217	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn admin_reopen_makes_setup_available_but_admin_authenticated
src/db/setup.rs	243	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn completion_marker_blocks_setup_after_reopen_is_cleared
src/db/setup.rs	266	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn close_reopened_setup_relocks_completed_instance_without_clearing_completion
src/db/themes.rs	166	expect	clippy::too_many_arguments	the arguments map directly to the editable columns of one theme row	fn update_theme
src/db/themes.rs	351	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn load_themes_keeps_featured_builtins_first
src/db/themes.rs	384	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn load_themes_includes_new_builtin_theme_metadata
src/db/themes.rs	416	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn builder_theme_css_response_serves_saved_generated_css
src/db/themes.rs	451	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn update_theme_renames_board_and_site_default_references
src/db/themes.rs	504	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_custom_theme_clears_dependent_references
src/db/threads.rs	905	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn prune_old_threads_commits_even_when_no_files_are_safe
src/db/threads.rs	939	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn prune_old_archived_threads_commits_even_when_no_files_are_safe
src/db/threads.rs	975	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_thread_returns_pending_cleanup_for_media_reply
src/db/threads.rs	1058	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn create_reply_rejects_locked_thread_without_mutations
src/db/threads.rs	1100	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn create_reply_rejects_archived_thread_without_mutations
src/db/threads.rs	1142	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_thread_returns_not_found_on_retry
src/db/threads.rs	1165	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn delete_thread_removes_replies_and_retries_cleanly
src/detect.rs	476	expect	clippy::cognitive_complexity	the Tor bootstrap and onion-service lifecycle is a single fail-closed state machine	fn run_arti
src/detect.rs	782	expect	clippy::panic_in_result_fn	assertions intentionally report violations of the onion-address encoding contract	fn onion_address_format_is_56_chars_plus_dot_onion
src/detect.rs	813	expect	clippy::panic_in_result_fn	assertions intentionally report violations of the Arti storage-layout contract	fn arti_config_preserves_explicit_state_and_cache_layout_offline
src/detect.rs	852	expect	clippy::panic_in_result_fn	assertions intentionally report violations of external-tool path selection	fn probe_tool_uses_the_explicit_binary_path
src/error.rs	203	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn tls_errors_hide_internal_messages_from_users
src/favicon.rs	402	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn favicon_stage_dir_is_removed_after_mid_write_failure
src/favicon.rs	456	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn favicon_old_dir_cleanup_failure_is_reported
src/favicon.rs	521	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn favicon_successful_replacement_leaves_no_stage_or_old_dirs
src/handlers/admin/auth.rs	108	expect	clippy::significant_drop_tightening	the DashMap entry guard must remain held while its attempt count is updated	fn record_login_fail
src/handlers/admin/auth.rs	262	expect	clippy::cognitive_complexity	the authentication, lockout, and session issuance branches share one security boundary	fn admin_login
src/handlers/admin/auth.rs	266	expect	clippy::too_many_lines	authentication, lockout accounting, and session issuance form one security boundary	fn admin_login
src/handlers/admin/backup/archive.rs	228	expect	clippy::too_many_lines	transfer validation, entry mapping, extraction limits, and archive finalization are one pipeline	fn create_temp_legacy_full_backup_from_v4_transfer_zip
src/handlers/admin/backup/archive.rs	358	expect	clippy::too_many_lines	verified manifest entries and legacy metadata must be emitted in one deterministic archive pass	fn create_temp_legacy_full_backup_from_verified_v4
src/handlers/admin/backup/create.rs	16	expect	clippy::cognitive_complexity	full backup stages and cleanup remain together to preserve a fail-closed operation	fn create_full_backup_to_server
src/handlers/admin/backup/create.rs	20	expect	clippy::too_many_lines	snapshot, manifest, payload publication, and cleanup share one fail-closed backup operation	fn create_full_backup_to_server
src/handlers/admin/backup/create.rs	304	expect	clippy::too_many_lines	maintenance snapshot, manifest publication, retention, and status updates form one operation	fn create_pre_maintenance_backup_to_server
src/handlers/admin/backup/create.rs	786	expect	clippy::cognitive_complexity	board backup validation, snapshotting, and packaging form one guarded operation	fn create_board_backup
src/handlers/admin/backup/create.rs	790	expect	clippy::too_many_lines	board validation, snapshotting, archive publication, and cleanup share one operation	fn create_board_backup
src/handlers/admin/backup/create.rs	1081	expect	clippy::too_many_lines	the function maps the complete relational board snapshot into one versioned manifest	fn build_board_backup_manifest
src/handlers/admin/backup/create.rs	1501	expect	clippy::too_many_lines	part sizing, hashing, manifest updates, and partial-output cleanup form one publication step	fn materialize_split_zip_parts
src/handlers/admin/backup/downloads.rs	160	expect	clippy::too_many_lines	authentication, token validation, checksum verification, and streaming form one download request	fn download_backup
src/handlers/admin/backup/http.rs	384	expect	clippy::cognitive_complexity	the multipart parser keeps all restore-field limits and duplicate checks at one boundary	fn stream_restore_upload_to_tempfile
src/handlers/admin/backup/http.rs	388	expect	clippy::too_many_lines	multipart quotas, duplicate checks, temporary-file writes, and metadata parsing share one boundary	fn stream_restore_upload_to_tempfile
src/handlers/admin/backup/restore_board.rs	356	expect	clippy::too_many_lines	board replacement and media staging share one transaction and rollback boundary	fn execute_board_restore
src/handlers/admin/backup/restore_board.rs	917	expect	clippy::too_many_lines	authentication, source verification, extraction, and download issuance form one request	fn extract_board_from_full_backup
src/handlers/admin/backup/restore_board.rs	1148	expect	clippy::cognitive_complexity	board restore validation, mutation, and rollback remain one guarded operation	fn board_restore
src/handlers/admin/backup/restore_board.rs	1152	expect	clippy::too_many_lines	restore upload validation, mutation, rollback, and response handling form one guarded request	fn board_restore
src/handlers/admin/backup/restore_full.rs	57	expect	clippy::too_many_lines	all restored-database trust checks remain contiguous before any live-state mutation	fn validate_full_restore_db_trust_boundary
src/handlers/admin/backup/restore_full.rs	411	expect	clippy::cognitive_complexity	full restore validation, replacement, and rollback remain one fail-closed operation	fn execute_full_restore
src/handlers/admin/backup/restore_full.rs	415	expect	clippy::too_many_arguments,clippy::too_many_lines	full restore inputs and ordered rollback phases must remain visible at one trust boundary	fn execute_full_restore
src/handlers/admin/backup/restore_full.rs	941	expect	clippy::too_many_lines	authentication, upload validation, job execution, and failure responses form one restore request	fn admin_restore
src/handlers/admin/backup/saved_backup.rs	117	expect	clippy::struct_excessive_bools	the flags are independent backup-content selections serialized in the manifest	struct BackupIncludeFlags
src/handlers/admin/backup/saved_backup.rs	895	expect	clippy::too_many_lines	the checks jointly validate one declared file against its manifest and verified source	fn validate_declared_file_metadata
src/handlers/admin/backup/saved_backup.rs	1327	expect	clippy::too_many_lines	split-part names, sizes, hashes, ZIP members, and aggregate limits are one trust boundary	fn verify_split_zip_files
src/handlers/admin/backup/saved_backup.rs	1531	expect	clippy::too_many_lines	root metadata, manifest, payload, path, and checksum checks form one fail-closed verifier	fn verify_saved_v4_root
src/handlers/admin/backup/types.rs	9	expect	clippy::struct_excessive_bools	the fields mirror independent persisted board settings in the backup schema	struct BoardRow
src/handlers/admin/backup.rs	149	expect	clippy::too_many_lines	database snapshotting, archive creation, and temporary-file cleanup form one operation	fn admin_backup
src/handlers/admin/backup.rs	1226	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn saved_board_restore_success_redirects_back_to_restored_board_section
src/handlers/admin/backup.rs	1443	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn extract_board_from_full_backup_download_redirects_and_cleans_up_temp_file
src/handlers/admin/backup.rs	2261	expect	clippy::too_many_lines	the ID-sequence regression keeps source padding, restore, and post-restore allocation checks in one scenario	fn board_restore_preserves_free_ids_above_target_sequence
src/handlers/admin/backup.rs	2384	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn board_restore_fallback_remaps_same_board_crosslinks_when_ids_collide
src/handlers/admin/content.rs	467	expect	clippy::cognitive_complexity	post deletion keeps authorization, database mutation, file cleanup, and audit logging together	fn admin_delete_post
src/handlers/admin/mod.rs	630	expect	clippy::struct_excessive_bools	the snapshot carries independent feature and health flags into the admin template	struct AdminPanelSnapshot
src/handlers/admin/mod.rs	974	expect	clippy::struct_excessive_bools	the fields mirror independent appearance toggles stored in site settings	struct AppearanceDomainData
src/handlers/admin/mod.rs	1014	expect	clippy::struct_excessive_bools	the fields are independent maintenance capability flags read from application state	struct MaintenanceDomainData
src/handlers/admin/moderation.rs	156	expect	clippy::cognitive_complexity	ban-and-delete keeps its authorization, mutation, cleanup, and audit steps together	fn admin_ban_and_delete
src/handlers/admin/moderation.rs	160	expect	clippy::too_many_lines	authorization, ban creation, post deletion, media cleanup, and audit logging are one action	fn admin_ban_and_delete
src/handlers/admin/settings/banners.rs	298	expect	clippy::too_many_lines	upload validation, image processing, draft cleanup, and database insertion form one operation	fn upload_banner_for_scope
src/handlers/admin/settings/board.rs	142	expect	clippy::too_many_lines	cross-field board validation and the atomic settings update share one request boundary	fn update_board_settings
src/handlers/admin/settings/maintenance.rs	1084	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn admin_db_repair_reports_problem_when_integrity_issue_remains_after_repair
src/handlers/admin/settings/site.rs	51	expect	clippy::cognitive_complexity	site setting validation and persistence remain together to avoid partial updates	fn update_site_settings
src/handlers/admin/settings/site.rs	55	expect	clippy::too_many_lines	cross-field site validation and the atomic settings update share one request boundary	fn update_site_settings
src/handlers/admin/settings/themes.rs	252	expect	clippy::too_many_lines	builder defaults, submitted overrides, and range validation produce one coherent theme config	fn resolve_builder_config
src/handlers/board/access_preferences.rs	959	expect	clippy::too_many_lines	rate limiting, credential checks, signed access grants, and redirect validation form one request	fn unlock_board_access
src/handlers/board/catalog.rs	26	expect	clippy::too_many_lines	access control, catalog loading, unread-state calculation, and rendering form one request	fn catalog
src/handlers/board/create_thread.rs	15	expect	clippy::too_many_lines	access checks, multipart validation, thread creation, and response cookies form one request	fn create_thread
src/handlers/board/media.rs	91	expect	clippy::too_many_lines	path validation, access policy, legacy redirect handling, and file response form one request	fn serve_board_media
src/handlers/board/pages.rs	37	expect	clippy::too_many_lines	home-page data loading, activity markers, banner selection, and rendering form one request	fn index
src/handlers/board/pages.rs	226	expect	clippy::too_many_lines	board access, pagination, activity markers, banner selection, and rendering form one request	fn board_index
src/handlers/board/tests.rs	432	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn post_password_board_write_actions_require_unlock
src/handlers/board/tests.rs	598	expect	clippy::too_many_lines	the end-to-end test keeps its fixture setup and ordered assertions in one scenario	fn self_delete_requires_owned_post_cookie
src/handlers/mod.rs	349	expect	clippy::cognitive_complexity	the multipart parser keeps per-field size and duplicate checks at one input boundary	fn parse_post_multipart
src/handlers/mod.rs	353	expect	clippy::too_many_lines	all multipart field limits and duplicate checks must remain at one input boundary	fn parse_post_multipart
src/handlers/mod.rs	584	expect	clippy::too_many_arguments	the parameters mirror the validated upload, board policy, and destination records	fn process_primary_upload
src/handlers/mod.rs	589	expect	clippy::too_many_lines	media validation, persistence, thumbnailing, and cleanup form one guarded operation	fn process_primary_upload
src/handlers/mod.rs	833	expect	clippy::too_many_arguments	the parameters represent the three optional media inputs and their shared post context	fn process_audio_first_uploads
src/handlers/mod.rs	942	expect	clippy::cognitive_complexity	job selection mirrors the closed media-type and follow-up job matrix	fn enqueue_post_jobs
src/handlers/posting.rs	428	expect	clippy::too_many_arguments	the constructor mirrors the persisted post record assembled from validated form fields	fn build_new_post
src/handlers/posting.rs	474	expect	clippy::cognitive_complexity	post validation and transactional creation share one consistency boundary	fn submit_post
src/handlers/posting.rs	478	expect	clippy::too_many_lines	validation, transactional insertion, attachment updates, and job enqueueing share one boundary	fn submit_post
src/handlers/render.rs	158	expect	clippy::too_many_arguments	the renderer accepts distinct request-scoped security, preference, and pagination inputs	fn render_board_page
src/handlers/render.rs	227	expect	clippy::too_many_arguments	the renderer accepts distinct request-scoped security, preference, and thread-state inputs	fn render_thread_page
src/handlers/setup.rs	61	expect	clippy::struct_excessive_bools	preset defaults mirror independent setup toggles shown in the form	struct PresetDefaults
src/handlers/setup.rs	242	expect	clippy::struct_excessive_bools	parsed setup data carries independent persisted toggles from the review form	struct ParsedSetup
src/handlers/setup.rs	457	expect	clippy::too_many_lines	the wizard's dependent fields must be validated together before any setup mutation	fn parse_setup_form_inner
src/handlers/setup.rs	793	expect	clippy::too_many_lines	authorization, final validation, atomic setup writes, and session issuance form one request	fn setup_finish
src/handlers/setup.rs	1125	expect	clippy::too_many_lines	the function renders one ordered wizard form whose field names and fallback values are coupled	fn setup_form_page
src/handlers/thread.rs	51	expect	clippy::too_many_lines	access control, thread loading, unread-state calculation, and rendering form one request	fn view_thread
src/handlers/thread.rs	276	expect	clippy::too_many_lines	access checks, multipart validation, transactional reply creation, and cookies form one request	fn post_reply
src/handlers/thread.rs	716	expect	clippy::too_many_lines	ownership checks, edit validation, transactional update, media cleanup, and jobs form one request	fn edit_post_post
src/handlers/thread.rs	990	expect	clippy::too_many_lines	ownership checks, deletion rules, transactional mutation, and media cleanup form one request	fn delete_own_post
src/handlers/thread.rs	1369	expect	clippy::too_many_lines	access checks, update filtering, unread state, and response rendering form one polling request	fn thread_updates
src/lib.rs	1	expect	unused_crate_dependencies	Cargo exposes binary-only dependencies to the library target, including the intentional rustls-webpki security floor for RUSTSEC-2026-0049	crate
src/logging.rs	807	expect	clippy::cognitive_complexity	message rewriting intentionally centralizes the closed set of upstream log patterns	fn rewrite_message
src/logging.rs	811	expect	clippy::too_many_lines	keeping the closed message-rewrite table together makes overlapping upstream patterns auditable	fn rewrite_message
src/main.rs	1	expect	unused_crate_dependencies	Cargo exposes the companion chan library and the transitive rustls-webpki security floor to this standalone binary target	crate
src/main.rs	92	cfg_attr(expect)	clippy::unnecessary_wraps	the shared cross-platform call site is fallible only on Linux and Windows	fn relaunch_in_terminal_if_needed
src/media/ffmpeg.rs	620	expect	clippy::panic_in_result_fn	the assertion reports an invalid ordering invariant in generated ffmpeg arguments	fn output_arg_index
src/media/ffmpeg.rs	659	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn vp9_transcode_args_normalise_yuv420p_color_metadata
src/media/ffmpeg.rs	681	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn vp9_yuv420p_output_does_not_inherit_srgb_gbr_metadata
src/media/prune.rs	414	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn configured_prune_disabled_removes_nothing
src/media/prune.rs	454	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn pruning_removes_oldest_originals_and_keeps_thumbnails
src/media/prune.rs	524	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn pruning_ignores_archived_thread_media
src/media/prune.rs	595	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn pruning_removes_secondary_audio_original_with_combo_post
src/media/prune.rs	657	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn pruning_refuses_symlink_media_paths
